"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"EVG","Eaton Vance Short Diversified Income Fund","14.03","$250.86M","2005","n/a","n/a","http://www.nasdaq.com/symbol/evg",
"EVT","Eaton Vance Tax Advantaged Dividend Income Fund","22.71","$1.65B","2003","n/a","n/a","http://www.nasdaq.com/symbol/evt",
"ETO","Eaton Vance Tax-Advantage Global Dividend Opp","24.88","$361.51M","2004","n/a","n/a","http://www.nasdaq.com/symbol/eto",
"EXD","Eaton Vance Tax-Advantaged Bond","10.89","$105.98M","2010","n/a","n/a","http://www.nasdaq.com/symbol/exd",
"ETG","Eaton Vance Tax-Advantaged Global Dividend Income Fund","17.31","$1.32B","2004","n/a","n/a","http://www.nasdaq.com/symbol/etg",
"ETB","Eaton Vance Tax-Managed Buy-Write Income Fund","16.68","$415.75M","2005","n/a","n/a","http://www.nasdaq.com/symbol/etb",
"ETY","Eaton Vance Tax-Managed Diversified Equity Income Fund","12.03","$1.8B","2006","n/a","n/a","http://www.nasdaq.com/symbol/ety",
"EXG","Eaton Vance Tax-Managed Global Diversified Equity Income Fund","9.32","$2.81B","2007","n/a","n/a","http://www.nasdaq.com/symbol/exg",
"ECT","ECA Marcellus Trust I","2.15","$37.85M","2010","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ect",
"ECR","Eclipse Resources Corporation","2.26","$593.79M","2014","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ecr",
"ECL","Ecolab Inc.","136.88","$39.55B","n/a","Basic Industries","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/ecl",
"EC","Ecopetrol S.A.","11.74","$24.14B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ec",
"EIX","Edison International","68.72","$22.39B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/eix",
"EDR","Education Realty Trust Inc.","35.45","$2.69B","2005","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/edr",
"EW","Edwards Lifesciences Corporation","113.36","$23.99B","n/a","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/ew",
"EHIC","eHi Car Services Limited","10.99","$763.05M","2014","Consumer Services","Rental/Leasing Companies","http://www.nasdaq.com/symbol/ehic",
"EP^C","El Paso Corporation","48.48","n/a","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/ep^c",
"EE","El Paso Electric Company","59.2","$2.4B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/ee",
"EGO","Eldorado Gold Corporation","1.12","$889.29M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/ego",
"ELVT","Elevate Credit, Inc.","7.27","$304.32M","2017","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/elvt",
"LLY","Eli Lilly and Company","85.32","$93.95B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/lly",
"ELLI","Ellie Mae, Inc.","88.5","$3.06B","2011","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/elli",
"EFC","Ellington Financial LLC","14.91","$475.72M","2010","Finance","Real Estate","http://www.nasdaq.com/symbol/efc",
"EARN","Ellington Residential Mortgage REIT","12.74","$169.9M","2013","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/earn",
"AKO.A","Embotelladora Andina S.A.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ako.a",
"AKO.B","Embotelladora Andina S.A.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ako.b",
"ERJ","Embraer-Empresa Brasileira de Aeronautica","19.66","$3.6B","2000","Capital Goods","Aerospace","http://www.nasdaq.com/symbol/erj",
"EME","EMCOR Group, Inc.","80.24","$4.72B","n/a","Capital Goods","Engineering & Construction","http://www.nasdaq.com/symbol/eme",
"EEX","Emerald Expositions Events, Inc.","21.25","$1.53B","2017","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/eex",
"EMES","Emerge Energy Services LP","7.45","$224.64M","2013","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/emes",
"EBS","Emergent Biosolutions, Inc.","42.16","$1.75B","2006","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ebs",
"EMR","Emerson Electric Company","64.73","$41.54B","n/a","Energy","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/emr",
"ESRT","Empire State Realty Trust, Inc.","20.25","$6.46B","2013","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/esrt",
"EIG","Employers Holdings Inc","48.2","$1.56B","2007","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/eig",
"EDN","Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor)","45.09","$2.03B","2007","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/edn",
"ENBL","Enable Midstream Partners, LP","14.79","$6.4B","2014","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/enbl",
"EEQ","Enbridge Energy Management LLC","13.16","$1.28B","2002","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/eeq",
"EEP","Enbridge Energy, L.P.","13.88","$7.03B","n/a","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/eep",
"ENB","Enbridge Inc","38.14","$63.07B","n/a","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/enb",
"ECA","Encana Corporation","11.49","$11.18B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/eca",
"EXK","Endeavour Silver Corporation","2.04","$260.08M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/exk",
"NDRO","Enduro Royalty Trust","3.05","$100.65M","2011","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ndro",
"ENIA","Enel Americas S.A.","9.73","$11.18B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/enia",
"ENIC","Enel Chile S.A.","5.14","$5.05B","2016","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/enic",
"EOCC","Enel Generacion Chile S.A.","24.78","$6.77B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/eocc",
"EGN","Energen Corporation","52.87","$5.14B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/egn",
"ENR","Energizer Holdings, Inc.","47.55","$2.89B","2015","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/enr",
"EPC","Energizer Holdings, Inc.","59.23","$3.32B","n/a","Consumer Non-Durables","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/epc",
"ETE","Energy Transfer Equity, L.P.","16.27","$17.56B","2006","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/ete",
"ETP","Energy Transfer Partners, L.P.","16.34","$18.88B","n/a","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/etp",
"ERF","Enerplus Corporation","8.88","$2.15B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/erf",
"ENS","Enersys","67.75","$2.85B","2004","Consumer Non-Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/ens",
"EGL","Engility Holdings, Inc.","27.81","$1.02B","2015","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/egl",
"E","ENI S.p.A.","32.64","$59.31B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/e",
"ENLK","EnLink Midstream Partners, LP","14.95","$5.22B","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/enlk",
"ENLC","EnLink Midstream, LLC","16.1","$2.91B","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/enlc",
"EBF","Ennis, Inc.","20.4","$518.51M","n/a","Consumer Services","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/ebf",
"ENVA","Enova International, Inc.","15.15","$506.99M","2014","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/enva",
"NPO","EnPro Industries","87.21","$1.86B","n/a","Basic Industries","Metal Fabrications","http://www.nasdaq.com/symbol/npo",
"ESV","ENSCO plc","5.61","$2.45B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/esv",
"ETM","Entercom Communications Corporation","11.05","$1.57B","1999","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/etm",
"EAB","Entergy Arkansas, Inc.","25.1","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/eab",
"EAE","Entergy Arkansas, Inc.","25.15","n/a","2013","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/eae",
"EAI","Entergy Arkansas, Inc.","25.21","n/a","2016","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/eai",
"ETR","Entergy Corporation","83.59","$15.07B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/etr",
"ELC","Entergy Louisiana, Inc.","25.05","n/a","2016","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/elc",
"ELJ","Entergy Louisiana, Inc.","25.37","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/elj",
"ELU","Entergy Louisiana, Inc.","25.14","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/elu",
"EMP","Entergy Mississippi, Inc.","25.29","n/a","2016","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/emp",
"ENJ","Entergy New Orleans, LLC","24.9891","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/enj",
"ENO","Entergy New Orleans, LLC","26.08","n/a","2016","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/eno",
"EZT","Entergy Texas Inc","26.87","n/a","2014","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/ezt",
"EPD","Enterprise Products Partners L.P.","24.33","$52.58B","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/epd",
"EVC","Entravision Communications Corporation","7.4","$666.04M","2000","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/evc",
"ENV","Envestnet, Inc","49.9","$2.21B","2010","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/env",
"EVHC","Envision Healthcare Corporation","30.53","$3.69B","2016","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/evhc",
"EVA","Enviva Partners, LP","27.75","$730.31M","2015","Basic Industries","Forest Products","http://www.nasdaq.com/symbol/eva",
"ENZ","Enzo Biochem, Inc.","9.27","$443.05M","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/enz",
"EOG","EOG Resources, Inc.","98.86","$57.16B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/eog",
"EPE","EP Energy Corporation","1.6","$409M","2014","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/epe",
"EPAM","EPAM Systems, Inc.","97.72","$5.16B","2012","Technology","EDP Services","http://www.nasdaq.com/symbol/epam",
"EPR","EPR Properties","66.48","$4.9B","1997","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/epr",
"EPR^C","EPR Properties","27","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/epr^c",
"EPR^E","EPR Properties","36.6","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/epr^e",
"EPR^F.CL","EPR Properties","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/epr^f.cl",
"EQT","EQT Corporation","57.18","$15.17B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/eqt",
"EQGP","EQT GP Holdings, LP","25.21","$6.71B","2015","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/eqgp",
"EQM","EQT Midstream Partners, LP","67.51","$5.44B","2012","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/eqm",
"EFX","Equifax, Inc.","115.69","$13.89B","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/efx",
"EQC","Equity Commonwealth","30.07","$3.73B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/eqc",
"EQC^D","Equity Commonwealth","26.3036","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eqc^d",
"EQCO","Equity Commonwealth","25.46","n/a","2012","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/eqco",
"ELS","Equity Lifestyle Properties, Inc.","90.73","$7.97B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/els",
"EQR","Equity Residential","65.4","$24.03B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/eqr",
"EQS","Equus Total Return, Inc.","2.4","$32.44M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eqs",
"ERA","Era Group, Inc.","10.05","$214.35M","n/a","Transportation","Transportation Services","http://www.nasdaq.com/symbol/era",
"EROS","Eros International PLC","10.75","$655.66M","2013","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/eros",
"ESE","ESCO Technologies Inc.","63.05","$1.63B","n/a","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/ese",
"ESNT","Essent Group Ltd.","45.55","$4.48B","2013","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/esnt",
"ESS","Essex Property Trust, Inc.","241.96","$15.98B","1994","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ess",
"EL","Estee Lauder Companies, Inc. (The)","124.47","$45.83B","1995","Consumer Non-Durables","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/el",
"ESL","Esterline Technologies Corporation","69.35","$2.08B","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/esl",
"ETH","Ethan Allen Interiors Inc.","28.95","$795.28M","1993","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/eth",
"EURN","Euronav NV","8.2","$1.3B","2015","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/eurn",
"EEA","European Equity Fund, Inc. (The)","9.7","$78.3M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eea",
"EVR","Evercore Inc.","87.4","$3.38B","2006","Finance","Investment Managers","http://www.nasdaq.com/symbol/evr",
"RE","Everest Re Group, Ltd.","211.06","$8.67B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/re",
"EVRI","Everi Holdings Inc.","7.57","$509.97M","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/evri",
"ES","Eversource Energy","65.11","$20.63B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/es",
"EVTC","Evertec, Inc.","13.4","$970.03M","2013","Technology","EDP Services","http://www.nasdaq.com/symbol/evtc",
"EVH","Evolent Health, Inc","12.85","$993.78M","2015","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/evh",
"AQUA","Evoqua Water Technologies Corp.","23.03","$2.61B","2017","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/aqua",
"XCO","EXCO Resources NL","0.6124","$13.25M","2006","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/xco",
"EXC","Exelon Corporation","41.12","$39.51B","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/exc",
"EXPR","Express, Inc.","11.05","$870.76M","2010","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/expr",
"STAY","Extended Stay America, Inc.","17.29","$3.32B","2013","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/stay",
"EXTN","Exterran Corporation","29.66","$1.06B","2015","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/extn",
"EXR","Extra Space Storage Inc","85.44","$10.77B","2004","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/exr",
"XOM","Exxon Mobil Corporation","82.28","$348.63B","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/xom",
"FNB","F.N.B. Corporation","14.03","$4.54B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fnb",
"FNB^E","F.N.B. Corporation","29.1","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fnb^e",
"FN","Fabrinet","30.77","$1.16B","2010","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/fn",
"FDS","FactSet Research Systems Inc.","202.14","$7.91B","1996","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/fds",
"FICO","Fair Isaac Corporation","155.57","$4.67B","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/fico",
"FMSA","Fairmount Santrol Holdings Inc.","4.7","$1.05B","2014","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/fmsa",
"SFUN","Fang Holdings Limited","4.31","$1.91B","2010","Technology","EDP Services","http://www.nasdaq.com/symbol/sfun",
"FPI","Farmland Partners Inc.","8.86","$286.51M","2014","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/fpi",
"FPI^B","Farmland Partners Inc.","26.04","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fpi^b",
"FBK","FB Financial Corporation","42.48","$1.3B","2016","Finance","Major Banks","http://www.nasdaq.com/symbol/fbk",
"FFG","FBL Financial Group, Inc.","72.6","$1.81B","1996","Finance","Life Insurance","http://www.nasdaq.com/symbol/ffg",
"FCB","FCB Financial Holdings, Inc.","51.15","$2.24B","2014","Finance","Major Banks","http://www.nasdaq.com/symbol/fcb",
"AGM","Federal Agricultural Mortgage Corporation","75.15","$797.95M","n/a","Finance","Finance Companies","http://www.nasdaq.com/symbol/agm",
"AGM.A","Federal Agricultural Mortgage Corporation","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/agm.a",
"AGM^A","Federal Agricultural Mortgage Corporation","25.31","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/agm^a",
"AGM^B","Federal Agricultural Mortgage Corporation","26.94","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/agm^b",
"AGM^C","Federal Agricultural Mortgage Corporation","27.9","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/agm^c",
"FRT","Federal Realty Investment Trust","130.09","$9.44B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/frt",
"FRT^C","Federal Realty Investment Trust","24.84","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/frt^c",
"FSS","Federal Signal Corporation","20.45","$1.23B","n/a","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/fss",
"FII","Federated Investors, Inc.","34.33","$3.46B","1998","Finance","Investment Managers","http://www.nasdaq.com/symbol/fii",
"FMN","Federated Premier Municipal Income Fund","14.18","$163.02M","2002","n/a","n/a","http://www.nasdaq.com/symbol/fmn",
"FDX","FedEx Corporation","236.39","$63.39B","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/fdx",
"RACE","Ferrari N.V.","104.57","$25.67B","2015","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/race",
"FGP","Ferrellgas Partners, L.P.","4.46","$433.3M","1994","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/fgp",
